,Datetime1,DAYTON_MW,Datetime
2826,01,20.567,2022-05-01 18:00:00
2827,02,24.133,2022-05-01 19:00:00
2828,03,25.867,2022-05-01 20:00:00
2829,04,26.867,2022-05-01 21:00:00
2830,05,27.467,2022-05-01 22:00:00
2831,06,7.567,2022-05-01 23:00:00
2832,07,6.767,2022-05-02 00:00:00
2833,08,6.933,2022-05-02 01:00:00
2834,09,7.667,2022-05-02 02:00:00
2835,10,8.233,2022-05-02 03:00:00
2836,11,11.933,2022-05-02 04:00:00
2837,12,13.767,2022-05-02 05:00:00
2838,13,10.533,2022-05-02 06:00:00
2839,14,10.933,2022-05-02 07:00:00
2840,15,11.133,2022-05-02 08:00:00
2841,16,10.767,2022-05-02 09:00:00
2842,17,10.367,2022-05-02 10:00:00
2843,18,9.9,2022-05-02 11:00:00
2844,19,8.867,2022-05-02 12:00:00
2845,20,18.85,2022-05-02 13:00:00
2846,21,8.833,2022-05-02 14:00:00
2847,22,8.133,2022-05-02 15:00:00
2848,23,7.367,2022-05-02 16:00:00
2849,00,17.433,2022-05-02 17:00:00
2850,01,22.6,2022-05-02 18:00:00
2851,02,24.6,2022-05-02 19:00:00
2852,03,25.7,2022-05-02 20:00:00
2853,04,26.3,2022-05-02 21:00:00
2854,05,26.567,2022-05-02 22:00:00
2855,06,26.6,2022-05-02 23:00:00
2856,07,26.7,2022-05-03 00:00:00
2857,08,27.167,2022-05-03 01:00:00
2858,09,28.0,2022-05-03 02:00:00
2859,10,28.8,2022-05-03 03:00:00
2860,11,29.633,2022-05-03 04:00:00
2861,12,30.8,2022-05-03 05:00:00
2862,13,32.133,2022-05-03 06:00:00
2863,14,33.35,2022-05-03 07:00:00
2864,15,34.167,2022-05-03 08:00:00
2865,16,34.867,2022-05-03 09:00:00
2866,17,35.133,2022-05-03 10:00:00
2867,18,35.0,2022-05-03 11:00:00
2868,19,34.767,2022-05-03 12:00:00
2869,20,34.0,2022-05-03 13:00:00
2870,21,33.1,2022-05-03 14:00:00
2871,22,32.2,2022-05-03 15:00:00
2872,23,31.55,2022-05-03 16:00:00
2873,00,30.7,2022-05-03 17:00:00
2874,01,30.1,2022-05-03 18:00:00
2875,02,29.6,2022-05-03 19:00:00
2876,03,29.1,2022-05-03 20:00:00
2877,04,28.667,2022-05-03 21:00:00
2878,05,28.267,2022-05-03 22:00:00
2879,06,27.9,2022-05-03 23:00:00
2880,07,27.7,2022-05-04 00:00:00
2881,08,27.967,2022-05-04 01:00:00
2882,09,28.7,2022-05-04 02:00:00
2883,10,29.6,2022-05-04 03:00:00
2884,11,30.45,2022-05-04 04:00:00
2885,12,31.5,2022-05-04 05:00:00
2886,13,32.55,2022-05-04 06:00:00
2887,14,33.433,2022-05-04 07:00:00
2888,15,34.167,2022-05-04 08:00:00
2889,16,34.575,2022-05-04 09:00:00
2890,17,34.867,2022-05-04 10:00:00
2891,18,34.833,2022-05-04 11:00:00
2892,19,34.533,2022-05-04 12:00:00
2893,20,33.967,2022-05-04 13:00:00
2894,21,33.233,2022-05-04 14:00:00
2895,22,32.567,2022-05-04 15:00:00
2896,23,31.833,2022-05-04 16:00:00
2897,00,31.2,2022-05-04 17:00:00
2898,01,30.6,2022-05-04 18:00:00
2899,02,30.1,2022-05-04 19:00:00
2900,03,29.533,2022-05-04 20:00:00
2901,04,29.133,2022-05-04 21:00:00
2902,05,28.733,2022-05-04 22:00:00
2903,06,28.3,2022-05-04 23:00:00
2904,07,22.5,2022-05-05 00:00:00
2905,08,9.32,2022-05-05 01:00:00
2906,09,9.65,2022-05-05 02:00:00
2907,10,10.167,2022-05-05 03:00:00
2908,11,13.367,2022-05-05 04:00:00
2909,12,11.933,2022-05-05 05:00:00
2910,13,11.733,2022-05-05 06:00:00
2911,14,12.067,2022-05-05 07:00:00
2912,15,15.8,2022-05-05 08:00:00
2913,16,22.7,2022-05-05 09:00:00
2914,17,26.9,2022-05-05 10:00:00
2915,18,28.033,2022-05-05 11:00:00
2916,19,28.433,2022-05-05 12:00:00
2917,20,28.4,2022-05-05 13:00:00
2918,21,16.8,2022-05-05 14:00:00
2919,22,9.75,2022-05-05 15:00:00
2920,23,9.5,2022-05-05 16:00:00
2921,00,19.8,2022-05-05 17:00:00
2922,01,23.567,2022-05-05 18:00:00
2923,02,25.067,2022-05-05 19:00:00
2924,03,25.725,2022-05-05 20:00:00
2925,04,26.067,2022-05-05 21:00:00
2926,05,26.133,2022-05-05 22:00:00
2927,06,26.1,2022-05-05 23:00:00
2928,07,26.2,2022-05-06 00:00:00
2929,08,26.5,2022-05-06 01:00:00
2930,09,27.2,2022-05-06 02:00:00
2931,10,28.133,2022-05-06 03:00:00
2932,11,29.433,2022-05-06 04:00:00
2933,12,30.767,2022-05-06 05:00:00
2934,13,32.0,2022-05-06 06:00:00
2935,14,33.133,2022-05-06 07:00:00
2936,15,34.067,2022-05-06 08:00:00
2937,16,34.45,2022-05-06 09:00:00
2938,17,34.4,2022-05-06 10:00:00
2939,18,34.433,2022-05-06 11:00:00
2940,19,33.867,2022-05-06 12:00:00
2941,20,33.033,2022-05-06 13:00:00
2942,21,32.233,2022-05-06 14:00:00
2943,22,31.533,2022-05-06 15:00:00
2944,23,30.775,2022-05-06 16:00:00
2945,00,30.133,2022-05-06 17:00:00
2946,01,29.433,2022-05-06 18:00:00
2947,02,28.867,2022-05-06 19:00:00
2948,03,28.3,2022-05-06 20:00:00
2949,04,27.833,2022-05-06 21:00:00
2950,05,27.55,2022-05-06 22:00:00
2951,06,24.367,2022-05-06 23:00:00
2952,07,10.867,2022-05-07 00:00:00
2953,08,9.867,2022-05-07 01:00:00
2954,09,9.2,2022-05-07 02:00:00
2955,10,9.633,2022-05-07 03:00:00
2956,11,12.533,2022-05-07 04:00:00
2957,12,11.633,2022-05-07 05:00:00
2958,13,12.4,2022-05-07 06:00:00
2959,14,12.633,2022-05-07 07:00:00
2960,15,17.5,2022-05-07 08:00:00
2961,16,13.167,2022-05-07 09:00:00
2962,17,10.733,2022-05-07 10:00:00
2963,18,9.8,2022-05-07 11:00:00
2964,19,9.667,2022-05-07 12:00:00
2965,20,12.067,2022-05-07 13:00:00
2966,21,8.567,2022-05-07 14:00:00
2967,22,8.0,2022-05-07 15:00:00
2968,23,7.9,2022-05-07 16:00:00
2969,00,18.0,2022-05-07 17:00:00
2970,01,22.167,2022-05-07 18:00:00
2971,02,23.933,2022-05-07 19:00:00
2972,03,24.833,2022-05-07 20:00:00
2973,04,25.267,2022-05-07 21:00:00
2974,05,25.4,2022-05-07 22:00:00
2975,06,21.8,2022-05-07 23:00:00
2976,07,9.2,2022-05-08 00:00:00
2977,08,8.4,2022-05-08 01:00:00
2978,09,8.7,2022-05-08 02:00:00
2979,10,9.8,2022-05-08 03:00:00
2980,11,12.767,2022-05-08 04:00:00
2981,12,11.7,2022-05-08 05:00:00
2982,13,11.3,2022-05-08 06:00:00
2983,14,11.475,2022-05-08 07:00:00
2984,15,22.95,2022-05-08 08:00:00
2985,16,12.833,2022-05-08 09:00:00
2986,17,10.85,2022-05-08 10:00:00
2987,18,9.8,2022-05-08 11:00:00
2988,19,8.933,2022-05-08 12:00:00
2989,20,8.133,2022-05-08 13:00:00
2990,21,7.567,2022-05-08 14:00:00
2991,22,7.133,2022-05-08 15:00:00
2992,23,6.8,2022-05-08 16:00:00
2993,00,12.933,2022-05-08 17:00:00
2994,01,20.667,2022-05-08 18:00:00
2995,02,22.9,2022-05-08 19:00:00
2996,03,24.1,2022-05-08 20:00:00
2997,04,24.5,2022-05-08 21:00:00
2998,05,24.8,2022-05-08 22:00:00
2999,06,24.95,2022-05-08 23:00:00
3000,07,9.533,2022-05-09 00:00:00
3001,08,8.1,2022-05-09 01:00:00
3002,09,9.467,2022-05-09 02:00:00
3003,10,10.467,2022-05-09 03:00:00
3004,11,14.333,2022-05-09 04:00:00
3005,12,13.3,2022-05-09 05:00:00
3006,13,11.967,2022-05-09 06:00:00
3007,14,12.3,2022-05-09 07:00:00
3008,15,16.45,2022-05-09 08:00:00
3009,16,12.4,2022-05-09 09:00:00
3010,17,11.833,2022-05-09 10:00:00
3011,18,11.067,2022-05-09 11:00:00
3012,19,9.933,2022-05-09 12:00:00
3013,20,13.567,2022-05-09 13:00:00
3014,21,8.867,2022-05-09 14:00:00
3015,22,8.425,2022-05-09 15:00:00
3016,23,8.0,2022-05-09 16:00:00
3017,00,19.233,2022-05-09 17:00:00
3018,01,22.85,2022-05-09 18:00:00
3019,02,24.467,2022-05-09 19:00:00
3020,03,25.45,2022-05-09 20:00:00
3021,04,25.8,2022-05-09 21:00:00
3022,05,25.967,2022-05-09 22:00:00
3023,06,25.9,2022-05-09 23:00:00
3024,07,26.0,2022-05-10 00:00:00
3025,08,26.333,2022-05-10 01:00:00
3026,09,27.1,2022-05-10 02:00:00
3027,10,28.233,2022-05-10 03:00:00
3028,11,29.433,2022-05-10 04:00:00
3029,12,30.8,2022-05-10 05:00:00
3030,13,32.133,2022-05-10 06:00:00
3031,14,33.325,2022-05-10 07:00:00
3032,15,35.133,2022-05-10 08:00:00
3033,16,36.167,2022-05-10 09:00:00
3034,17,36.5,2022-05-10 10:00:00
3035,18,36.15,2022-05-10 11:00:00
3036,19,35.5,2022-05-10 12:00:00
3037,20,34.7,2022-05-10 13:00:00
3038,21,33.967,2022-05-10 14:00:00
3039,22,33.167,2022-05-10 15:00:00
3040,23,32.433,2022-05-10 16:00:00
3041,00,31.733,2022-05-10 17:00:00
3042,01,31.1,2022-05-10 18:00:00
3043,02,30.4,2022-05-10 19:00:00
3044,03,29.9,2022-05-10 20:00:00
3045,04,29.425,2022-05-10 21:00:00
3046,05,28.867,2022-05-10 22:00:00
3047,06,28.5,2022-05-10 23:00:00
3048,07,27.767,2022-05-11 00:00:00
3049,08,9.467,2022-05-11 01:00:00
3050,09,9.567,2022-05-11 02:00:00
3051,10,10.367,2022-05-11 03:00:00
3052,11,17.6,2022-05-11 04:00:00
3053,12,12.8,2022-05-11 05:00:00
3054,13,13.033,2022-05-11 06:00:00
3055,14,12.9,2022-05-11 07:00:00
3056,15,12.3,2022-05-11 08:00:00
3057,16,15.733,2022-05-11 09:00:00
3058,17,25.367,2022-05-11 10:00:00
3059,18,25.525,2022-05-11 11:00:00
3060,19,25.6,2022-05-11 12:00:00
3061,20,25.567,2022-05-11 13:00:00
3062,21,26.833,2022-05-11 14:00:00
3063,22,27.3,2022-05-11 15:00:00
3064,23,27.633,2022-05-11 16:00:00
3065,00,27.9,2022-05-11 17:00:00
3066,01,28.2,2022-05-11 18:00:00
3067,02,28.3,2022-05-11 19:00:00
3068,03,28.267,2022-05-11 20:00:00
3069,04,28.167,2022-05-11 21:00:00
3070,05,28.0,2022-05-11 22:00:00
3071,06,27.8,2022-05-11 23:00:00
3072,07,27.5,2022-05-12 00:00:00
3073,08,27.3,2022-05-12 01:00:00
3074,09,27.467,2022-05-12 02:00:00
3075,10,28.033,2022-05-12 03:00:00
3076,11,28.767,2022-05-12 04:00:00
3077,12,29.667,2022-05-12 05:00:00
3078,13,30.267,2022-05-12 06:00:00
3079,14,31.1,2022-05-12 07:00:00
3080,15,32.067,2022-05-12 08:00:00
3081,16,15.95,2022-05-12 09:00:00
3082,17,10.575,2022-05-12 10:00:00
3083,18,9.933,2022-05-12 11:00:00
3084,19,9.867,2022-05-12 12:00:00
3085,20,12.8,2022-05-12 13:00:00
3086,21,8.9,2022-05-12 14:00:00
3087,22,8.3,2022-05-12 15:00:00
3088,23,8.633,2022-05-12 16:00:00
3089,00,18.05,2022-05-12 17:00:00
3090,01,22.633,2022-05-12 18:00:00
3091,02,24.75,2022-05-12 19:00:00
3092,03,25.9,2022-05-12 20:00:00
3093,04,26.52,2022-05-12 21:00:00
3094,05,26.75,2022-05-12 22:00:00
3095,06,26.933,2022-05-12 23:00:00
3096,07,27.0,2022-05-13 00:00:00
3097,08,26.067,2022-05-13 01:00:00
3098,09,26.133,2022-05-13 02:00:00
3099,10,26.7,2022-05-13 03:00:00
3100,11,27.667,2022-05-13 04:00:00
3101,12,29.0,2022-05-13 05:00:00
3102,13,29.9,2022-05-13 06:00:00
3103,14,30.967,2022-05-13 07:00:00
3104,15,32.05,2022-05-13 08:00:00
3105,16,32.8,2022-05-13 09:00:00
3106,17,32.433,2022-05-13 10:00:00
3107,18,31.7,2022-05-13 11:00:00
3108,19,30.8,2022-05-13 12:00:00
3109,20,29.833,2022-05-13 13:00:00
3110,21,28.833,2022-05-13 14:00:00
3111,22,27.967,2022-05-13 15:00:00
3112,23,27.45,2022-05-13 16:00:00
3113,00,27.333,2022-05-13 17:00:00
3114,01,27.5,2022-05-13 18:00:00
3115,02,27.5,2022-05-13 19:00:00
3116,03,27.5,2022-05-13 20:00:00
3117,04,27.5,2022-05-13 21:00:00
3118,05,27.5,2022-05-13 22:00:00
3119,06,27.433,2022-05-13 23:00:00
3120,07,27.333,2022-05-14 00:00:00
3121,08,26.733,2022-05-14 01:00:00
3122,09,26.55,2022-05-14 02:00:00
3123,10,26.825,2022-05-14 03:00:00
3124,11,27.425,2022-05-14 04:00:00
3125,12,28.7,2022-05-14 05:00:00
3126,13,29.567,2022-05-14 06:00:00
3127,14,30.0,2022-05-14 07:00:00
3128,15,30.3,2022-05-14 08:00:00
3129,16,30.533,2022-05-14 09:00:00
3130,17,30.3,2022-05-14 10:00:00
3131,18,29.933,2022-05-14 11:00:00
3132,19,29.35,2022-05-14 12:00:00
3133,20,28.733,2022-05-14 13:00:00
3134,21,27.967,2022-05-14 14:00:00
3135,22,27.275,2022-05-14 15:00:00
3136,23,26.6,2022-05-14 16:00:00
3137,00,26.567,2022-05-14 17:00:00
3138,01,26.833,2022-05-14 18:00:00
3139,02,26.9,2022-05-14 19:00:00
3140,03,26.9,2022-05-14 20:00:00
3141,04,26.933,2022-05-14 21:00:00
3142,05,26.9,2022-05-14 22:00:00
3143,06,26.8,2022-05-14 23:00:00
3144,07,26.7,2022-05-15 00:00:00
3145,08,26.133,2022-05-15 01:00:00
3146,09,26.3,2022-05-15 02:00:00
3147,10,26.833,2022-05-15 03:00:00
3148,11,27.55,2022-05-15 04:00:00
3149,12,28.533,2022-05-15 05:00:00
3150,13,29.2,2022-05-15 06:00:00
3151,14,29.767,2022-05-15 07:00:00
3152,15,30.425,2022-05-15 08:00:00
3153,16,31.05,2022-05-15 09:00:00
3154,17,31.0,2022-05-15 10:00:00
3155,18,30.4,2022-05-15 11:00:00
3156,19,29.7,2022-05-15 12:00:00
3157,20,28.733,2022-05-15 13:00:00
3158,21,27.867,2022-05-15 14:00:00
3159,22,27.067,2022-05-15 15:00:00
3160,23,26.5,2022-05-15 16:00:00
3161,00,26.5,2022-05-15 17:00:00
3162,01,26.733,2022-05-15 18:00:00
3163,02,26.833,2022-05-15 19:00:00
3164,03,26.9,2022-05-15 20:00:00
3165,04,26.9,2022-05-15 21:00:00
3166,05,26.867,2022-05-15 22:00:00
3167,06,26.8,2022-05-15 23:00:00
3168,07,26.8,2022-05-16 00:00:00
3169,08,26.375,2022-05-16 01:00:00
3170,09,26.2,2022-05-16 02:00:00
3171,10,26.567,2022-05-16 03:00:00
3172,11,27.333,2022-05-16 04:00:00
3173,12,28.167,2022-05-16 05:00:00
3174,13,29.067,2022-05-16 06:00:00
3175,14,29.8,2022-05-16 07:00:00
3176,15,30.1,2022-05-16 08:00:00
3177,16,30.6,2022-05-16 09:00:00
3178,17,30.3,2022-05-16 10:00:00
3179,18,29.8,2022-05-16 11:00:00
3180,19,29.1,2022-05-16 12:00:00
3181,20,28.233,2022-05-16 13:00:00
3182,21,27.4,2022-05-16 14:00:00
3183,22,26.575,2022-05-16 15:00:00
3184,23,26.05,2022-05-16 16:00:00
3185,00,26.033,2022-05-16 17:00:00
3186,01,26.225,2022-05-16 18:00:00
3187,02,26.3,2022-05-16 19:00:00
3188,03,26.267,2022-05-16 20:00:00
3189,04,26.2,2022-05-16 21:00:00
3190,05,26.1,2022-05-16 22:00:00
3191,06,26.0,2022-05-16 23:00:00
3192,07,26.033,2022-05-17 00:00:00
3193,08,26.3,2022-05-17 01:00:00
3194,09,26.8,2022-05-17 02:00:00
3195,10,27.4,2022-05-17 03:00:00
3196,11,28.3,2022-05-17 04:00:00
3197,12,29.3,2022-05-17 05:00:00
3198,13,30.533,2022-05-17 06:00:00
3199,14,31.7,2022-05-17 07:00:00
3200,15,32.8,2022-05-17 08:00:00
3201,16,32.867,2022-05-17 09:00:00
3202,17,32.5,2022-05-17 10:00:00
3203,18,32.767,2022-05-17 11:00:00
3204,19,32.7,2022-05-17 12:00:00
3205,20,32.067,2022-05-17 13:00:00
3206,21,31.6,2022-05-17 14:00:00
3207,22,31.067,2022-05-17 15:00:00
3208,23,30.433,2022-05-17 16:00:00
3209,00,29.9,2022-05-17 17:00:00
3210,01,29.333,2022-05-17 18:00:00
3211,02,28.867,2022-05-17 19:00:00
3212,03,28.433,2022-05-17 20:00:00
3213,04,28.033,2022-05-17 21:00:00
3214,05,27.7,2022-05-17 22:00:00
3215,06,27.4,2022-05-17 23:00:00
3216,07,26.967,2022-05-18 00:00:00
3217,08,26.433,2022-05-18 01:00:00
3218,09,26.4,2022-05-18 02:00:00
3219,10,26.7,2022-05-18 03:00:00
3220,11,27.6,2022-05-18 04:00:00
3221,12,28.5,2022-05-18 05:00:00
3222,13,29.25,2022-05-18 06:00:00
3223,14,30.267,2022-05-18 07:00:00
3224,15,30.95,2022-05-18 08:00:00
3225,16,18.8,2022-05-18 09:00:00
3226,17,10.867,2022-05-18 10:00:00
3227,18,9.95,2022-05-18 11:00:00
3228,19,9.2,2022-05-18 12:00:00
3229,20,10.333,2022-05-18 13:00:00
3230,21,8.467,2022-05-18 14:00:00
3231,22,8.25,2022-05-18 15:00:00
3232,23,8.333,2022-05-18 16:00:00
3233,00,15.967,2022-05-18 17:00:00
3234,01,22.0,2022-05-18 18:00:00
3235,02,23.867,2022-05-18 19:00:00
3236,03,24.8,2022-05-18 20:00:00
3237,04,25.2,2022-05-18 21:00:00
3238,05,25.467,2022-05-18 22:00:00
3239,06,25.5,2022-05-18 23:00:00
3240,07,24.167,2022-05-19 00:00:00
3241,08,23.72,2022-05-19 01:00:00
3242,09,24.033,2022-05-19 02:00:00
3243,10,24.667,2022-05-19 03:00:00
3244,11,25.35,2022-05-19 04:00:00
3245,12,26.5,2022-05-19 05:00:00
3246,13,27.65,2022-05-19 06:00:00
3247,14,28.767,2022-05-19 07:00:00
3248,15,30.15,2022-05-19 08:00:00
3249,16,30.767,2022-05-19 09:00:00
3250,17,31.15,2022-05-19 10:00:00
3251,18,30.9,2022-05-19 11:00:00
3252,19,30.133,2022-05-19 12:00:00
3253,20,18.367,2022-05-19 13:00:00
3254,21,9.033,2022-05-19 14:00:00
3255,22,11.4,2022-05-19 15:00:00
3256,23,20.5,2022-05-19 16:00:00
3257,00,22.6,2022-05-19 17:00:00
3258,01,24.367,2022-05-19 18:00:00
3259,02,25.433,2022-05-19 19:00:00
3260,03,26.033,2022-05-19 20:00:00
3261,04,26.25,2022-05-19 21:00:00
3262,05,26.367,2022-05-19 22:00:00
3263,06,26.333,2022-05-19 23:00:00
3264,07,25.467,2022-05-20 00:00:00
3265,08,24.8,2022-05-20 01:00:00
3266,09,24.633,2022-05-20 02:00:00
3267,10,25.133,2022-05-20 03:00:00
3268,11,26.033,2022-05-20 04:00:00
3269,12,27.36,2022-05-20 05:00:00
3270,13,28.2,2022-05-20 06:00:00
3271,14,29.075,2022-05-20 07:00:00
3272,15,29.933,2022-05-20 08:00:00
3273,16,23.1,2022-05-20 09:00:00
3274,17,10.8,2022-05-20 10:00:00
3275,18,9.833,2022-05-20 11:00:00
3276,19,8.233,2022-05-20 12:00:00
3277,20,10.833,2022-05-20 13:00:00
3278,21,8.167,2022-05-20 14:00:00
3279,22,7.967,2022-05-20 15:00:00
3280,23,7.533,2022-05-20 16:00:00
3281,00,17.033,2022-05-20 17:00:00
3282,01,21.8,2022-05-20 18:00:00
3283,02,23.35,2022-05-20 19:00:00
3284,03,24.267,2022-05-20 20:00:00
3285,04,24.7,2022-05-20 21:00:00
3286,05,24.933,2022-05-20 22:00:00
3287,06,24.9,2022-05-20 23:00:00
3288,07,24.133,2022-05-21 00:00:00
3289,08,23.8,2022-05-21 01:00:00
3290,09,23.833,2022-05-21 02:00:00
3291,10,24.533,2022-05-21 03:00:00
3292,11,25.25,2022-05-21 04:00:00
3293,12,26.3,2022-05-21 05:00:00
3294,13,27.5,2022-05-21 06:00:00
3295,14,28.667,2022-05-21 07:00:00
3296,15,29.65,2022-05-21 08:00:00
3297,16,19.667,2022-05-21 09:00:00
3298,17,17.0,2022-05-21 10:00:00
3299,18,23.9,2022-05-21 11:00:00
3300,19,25.533,2022-05-21 12:00:00
3301,20,26.0,2022-05-21 13:00:00
3302,21,25.9,2022-05-21 14:00:00
3303,22,25.6,2022-05-21 15:00:00
3304,23,25.3,2022-05-21 16:00:00
3305,00,25.333,2022-05-21 17:00:00
3306,01,25.733,2022-05-21 18:00:00
3307,02,26.033,2022-05-21 19:00:00
3308,03,26.1,2022-05-21 20:00:00
3309,04,26.133,2022-05-21 21:00:00
3310,05,26.1,2022-05-21 22:00:00
3311,06,15.533,2022-05-21 23:00:00
3312,07,10.167,2022-05-22 00:00:00
3313,08,19.25,2022-05-22 01:00:00
3314,09,21.533,2022-05-22 02:00:00
3315,10,23.1,2022-05-22 03:00:00
3316,11,24.5,2022-05-22 04:00:00
3317,12,26.067,2022-05-22 05:00:00
3318,13,11.767,2022-05-22 06:00:00
3319,14,12.1,2022-05-22 07:00:00
3320,15,15.367,2022-05-22 08:00:00
3321,16,12.05,2022-05-22 09:00:00
3322,17,11.067,2022-05-22 10:00:00
3323,18,10.533,2022-05-22 11:00:00
3324,19,9.333,2022-05-22 12:00:00
3325,20,12.5,2022-05-22 13:00:00
3326,21,8.5,2022-05-22 14:00:00
3327,22,8.05,2022-05-22 15:00:00
3328,23,8.067,2022-05-22 16:00:00
3329,00,17.3,2022-05-22 17:00:00
3330,01,22.7,2022-05-22 18:00:00
3331,02,24.667,2022-05-22 19:00:00
3332,03,25.733,2022-05-22 20:00:00
3333,04,26.15,2022-05-22 21:00:00
3334,05,26.367,2022-05-22 22:00:00
3335,06,26.4,2022-05-22 23:00:00
3336,07,25.333,2022-05-23 00:00:00
3337,08,9.467,2022-05-23 01:00:00
3338,09,9.433,2022-05-23 02:00:00
3339,10,10.0,2022-05-23 03:00:00
3340,11,12.867,2022-05-23 04:00:00
3341,12,10.767,2022-05-23 05:00:00
3342,13,10.667,2022-05-23 06:00:00
3343,14,11.0,2022-05-23 07:00:00
3344,15,14.267,2022-05-23 08:00:00
3345,16,11.05,2022-05-23 09:00:00
3346,17,10.5,2022-05-23 10:00:00
3347,18,9.933,2022-05-23 11:00:00
3348,19,9.233,2022-05-23 12:00:00
3349,20,18.88,2022-05-23 13:00:00
3350,21,8.5,2022-05-23 14:00:00
3351,22,8.333,2022-05-23 15:00:00
3352,23,7.975,2022-05-23 16:00:00
3353,00,19.233,2022-05-23 17:00:00
3354,01,22.833,2022-05-23 18:00:00
3355,02,24.3,2022-05-23 19:00:00
3356,03,24.9,2022-05-23 20:00:00
3357,04,25.167,2022-05-23 21:00:00
3358,05,25.3,2022-05-23 22:00:00
3359,06,25.3,2022-05-23 23:00:00
3360,07,25.333,2022-05-24 00:00:00
3361,08,25.6,2022-05-24 01:00:00
3362,09,26.2,2022-05-24 02:00:00
3363,10,26.9,2022-05-24 03:00:00
3364,11,27.867,2022-05-24 04:00:00
3365,12,28.933,2022-05-24 05:00:00
3366,13,30.0,2022-05-24 06:00:00
3367,14,30.8,2022-05-24 07:00:00
3368,15,31.45,2022-05-24 08:00:00
3369,16,31.967,2022-05-24 09:00:00
3370,17,32.0,2022-05-24 10:00:00
3371,18,31.9,2022-05-24 11:00:00
3372,19,31.6,2022-05-24 12:00:00
3373,20,30.833,2022-05-24 13:00:00
3374,21,30.133,2022-05-24 14:00:00
3375,22,29.5,2022-05-24 15:00:00
3376,23,28.9,2022-05-24 16:00:00
3377,00,28.333,2022-05-24 17:00:00
3378,01,27.9,2022-05-24 18:00:00
3379,02,27.625,2022-05-24 19:00:00
3380,03,27.3,2022-05-24 20:00:00
3381,04,27.0,2022-05-24 21:00:00
3382,05,26.8,2022-05-24 22:00:00
3383,06,26.467,2022-05-24 23:00:00
3384,07,20.633,2022-05-25 00:00:00
3385,08,9.433,2022-05-25 01:00:00
3386,09,9.4,2022-05-25 02:00:00
3387,10,9.5,2022-05-25 03:00:00
3388,11,12.867,2022-05-25 04:00:00
3389,12,10.8,2022-05-25 05:00:00
3390,13,10.8,2022-05-25 06:00:00
3391,14,10.8,2022-05-25 07:00:00
3392,15,15.7,2022-05-25 08:00:00
3393,16,17.633,2022-05-25 09:00:00
3394,17,23.833,2022-05-25 10:00:00
3395,18,25.033,2022-05-25 11:00:00
3396,19,25.4,2022-05-25 12:00:00
3397,20,25.4,2022-05-25 13:00:00
3398,21,25.233,2022-05-25 14:00:00
3399,22,24.95,2022-05-25 15:00:00
3400,23,24.733,2022-05-25 16:00:00
3401,00,24.8,2022-05-25 17:00:00
3402,01,25.175,2022-05-25 18:00:00
3403,02,25.425,2022-05-25 19:00:00
3404,03,25.6,2022-05-25 20:00:00
3405,04,25.7,2022-05-25 21:00:00
3406,05,25.7,2022-05-25 22:00:00
3407,06,25.633,2022-05-25 23:00:00
3408,07,25.2,2022-05-26 00:00:00
3409,08,9.2,2022-05-26 01:00:00
3410,09,8.75,2022-05-26 02:00:00
3411,10,9.2,2022-05-26 03:00:00
3412,11,11.633,2022-05-26 04:00:00
3413,12,11.767,2022-05-26 05:00:00
3414,13,10.4,2022-05-26 06:00:00
3415,14,10.6,2022-05-26 07:00:00
3416,15,12.767,2022-05-26 08:00:00
3417,16,10.55,2022-05-26 09:00:00
3418,17,9.833,2022-05-26 10:00:00
3419,18,8.967,2022-05-26 11:00:00
3420,19,8.3,2022-05-26 12:00:00
3421,20,11.967,2022-05-26 13:00:00
3422,21,8.2,2022-05-26 14:00:00
3423,22,8.367,2022-05-26 15:00:00
3424,23,8.7,2022-05-26 16:00:00
3425,00,15.333,2022-05-26 17:00:00
3426,01,21.7,2022-05-26 18:00:00
3427,02,23.467,2022-05-26 19:00:00
3428,03,24.433,2022-05-26 20:00:00
3429,04,24.9,2022-05-26 21:00:00
3430,05,25.067,2022-05-26 22:00:00
3431,06,25.2,2022-05-26 23:00:00
3432,07,24.467,2022-05-27 00:00:00
3433,08,24.067,2022-05-27 01:00:00
3434,09,24.1,2022-05-27 02:00:00
3435,10,24.433,2022-05-27 03:00:00
3436,11,25.367,2022-05-27 04:00:00
3437,12,26.267,2022-05-27 05:00:00
3438,13,26.7,2022-05-27 06:00:00
3439,14,27.15,2022-05-27 07:00:00
3440,15,27.633,2022-05-27 08:00:00
3441,16,17.367,2022-05-27 09:00:00
3442,17,10.267,2022-05-27 10:00:00
3443,18,9.467,2022-05-27 11:00:00
3444,19,8.98,2022-05-27 12:00:00
3445,20,8.633,2022-05-27 13:00:00
3446,21,8.233,2022-05-27 14:00:00
3447,22,8.3,2022-05-27 15:00:00
3448,23,8.4,2022-05-27 16:00:00
3449,00,21.067,2022-05-27 17:00:00
3450,01,23.35,2022-05-27 18:00:00
3451,02,24.4,2022-05-27 19:00:00
3452,03,24.967,2022-05-27 20:00:00
3453,04,25.267,2022-05-27 21:00:00
3454,05,25.4,2022-05-27 22:00:00
3455,06,25.4,2022-05-27 23:00:00
3456,07,21.9,2022-05-28 00:00:00
3457,08,21.3,2022-05-28 01:00:00
3458,09,22.667,2022-05-28 02:00:00
3459,10,24.0,2022-05-28 03:00:00
3460,11,25.133,2022-05-28 04:00:00
