,Datetime1,DAYTON_MW,Datetime
4096,01,8.767,2022-06-23 16:00:00
4097,02,8.733,2022-06-23 17:00:00
4098,03,8.633,2022-06-23 18:00:00
4099,04,8.65,2022-06-23 19:00:00
4100,05,8.633,2022-06-23 20:00:00
4101,06,8.633,2022-06-23 21:00:00
4102,07,8.85,2022-06-23 22:00:00
4103,08,9.533,2022-06-23 23:00:00
4104,09,10.067,2022-06-24 00:00:00
4105,10,11.167,2022-06-24 01:00:00
4106,11,11.275,2022-06-24 02:00:00
4107,12,11.433,2022-06-24 03:00:00
4108,13,12.033,2022-06-24 04:00:00
4109,14,12.1,2022-06-24 05:00:00
4110,15,11.333,2022-06-24 06:00:00
4111,16,11.633,2022-06-24 07:00:00
4112,17,18.6,2022-06-24 08:00:00
4113,18,18.0,2022-06-24 09:00:00
4114,19,15.5,2022-06-24 10:00:00
4115,20,10.367,2022-06-24 11:00:00
4116,21,10.025,2022-06-24 12:00:00
4117,22,9.833,2022-06-24 13:00:00
4118,23,9.7,2022-06-24 14:00:00
4119,00,9.567,2022-06-24 15:00:00
4120,01,9.333,2022-06-24 16:00:00
4121,02,9.167,2022-06-24 17:00:00
4122,03,9.0,2022-06-24 18:00:00
4123,04,8.767,2022-06-24 19:00:00
4124,05,8.6,2022-06-24 20:00:00
4125,06,8.7,2022-06-24 21:00:00
4126,07,8.667,2022-06-24 22:00:00
4127,08,8.6,2022-06-24 23:00:00
4128,09,9.067,2022-06-25 00:00:00
4129,10,9.667,2022-06-25 01:00:00
4130,11,10.433,2022-06-25 02:00:00
4131,12,10.8,2022-06-25 03:00:00
4132,13,11.067,2022-06-25 04:00:00
4133,14,10.833,2022-06-25 05:00:00
4134,15,10.933,2022-06-25 06:00:00
4135,16,10.65,2022-06-25 07:00:00
4136,17,10.267,2022-06-25 08:00:00
4137,18,9.4,2022-06-25 09:00:00
4138,19,8.567,2022-06-25 10:00:00
4139,20,8.367,2022-06-25 11:00:00
4140,21,8.267,2022-06-25 12:00:00
4141,22,8.25,2022-06-25 13:00:00
4142,23,8.333,2022-06-25 14:00:00
4143,00,8.967,2022-06-25 15:00:00
4144,01,8.867,2022-06-25 16:00:00
4145,02,8.867,2022-06-25 17:00:00
4146,03,8.9,2022-06-25 18:00:00
4147,04,8.733,2022-06-25 19:00:00
4148,05,8.6,2022-06-25 20:00:00
4149,06,8.767,2022-06-25 21:00:00
4150,07,8.3,2022-06-25 22:00:00
4151,08,8.667,2022-06-25 23:00:00
4152,09,9.067,2022-06-26 00:00:00
4153,10,9.2,2022-06-26 01:00:00
4154,11,9.367,2022-06-26 02:00:00
4155,12,9.133,2022-06-26 03:00:00
4156,13,9.333,2022-06-26 04:00:00
4157,14,9.2,2022-06-26 05:00:00
4158,15,9.033,2022-06-26 06:00:00
4159,16,8.733,2022-06-26 07:00:00
4160,17,8.7,2022-06-26 08:00:00
4161,18,8.433,2022-06-26 09:00:00
4162,19,8.233,2022-06-26 10:00:00
4163,20,8.0,2022-06-26 11:00:00
4164,21,8.133,2022-06-26 12:00:00
4165,22,8.0,2022-06-26 13:00:00
4166,23,8.233,2022-06-26 14:00:00
4167,00,8.567,2022-06-26 15:00:00
4168,01,8.7,2022-06-26 16:00:00
4169,02,8.7,2022-06-26 17:00:00
4170,03,8.633,2022-06-26 18:00:00
4171,04,8.8,2022-06-26 19:00:00
4172,05,8.733,2022-06-26 20:00:00
4173,06,8.8,2022-06-26 21:00:00
4174,07,8.433,2022-06-26 22:00:00
4175,08,8.2,2022-06-26 23:00:00
4176,09,8.533,2022-06-27 00:00:00
4177,10,8.667,2022-06-27 01:00:00
4178,11,8.667,2022-06-27 02:00:00
4179,12,9.05,2022-06-27 03:00:00
4180,13,9.1,2022-06-27 04:00:00
4181,14,8.767,2022-06-27 05:00:00
4182,15,8.167,2022-06-27 06:00:00
4183,16,8.2,2022-06-27 07:00:00
4184,17,8.167,2022-06-27 08:00:00
4185,18,8.1,2022-06-27 09:00:00
4186,19,7.967,2022-06-27 10:00:00
4187,20,7.633,2022-06-27 11:00:00
4188,21,7.6,2022-06-27 12:00:00
4189,22,7.7,2022-06-27 13:00:00
4190,23,7.733,2022-06-27 14:00:00
4191,00,7.95,2022-06-27 15:00:00
4192,01,8.033,2022-06-27 16:00:00
4193,02,7.967,2022-06-27 17:00:00
4194,03,7.967,2022-06-27 18:00:00
4195,04,8.033,2022-06-27 19:00:00
4196,05,8.067,2022-06-27 20:00:00
4197,06,8.2,2022-06-27 21:00:00
4198,07,8.233,2022-06-27 22:00:00
4199,08,8.367,2022-06-27 23:00:00
4200,09,8.8,2022-06-28 00:00:00
4201,10,8.85,2022-06-28 01:00:00
4202,11,9.367,2022-06-28 02:00:00
4203,12,9.85,2022-06-28 03:00:00
4204,13,9.6,2022-06-28 04:00:00
4205,14,9.9,2022-06-28 05:00:00
4206,15,9.7,2022-06-28 06:00:00
4207,16,9.9,2022-06-28 07:00:00
4208,17,9.3,2022-06-28 08:00:00
4209,18,8.95,2022-06-28 09:00:00
4210,19,8.7,2022-06-28 10:00:00
4211,20,8.5,2022-06-28 11:00:00
4212,21,8.5,2022-06-28 12:00:00
4213,22,8.3,2022-06-28 13:00:00
4214,23,8.267,2022-06-28 14:00:00
4215,00,17.6,2022-06-28 15:00:00
4216,01,22.0,2022-06-28 16:00:00
4217,02,23.667,2022-06-28 17:00:00
4218,03,24.467,2022-06-28 18:00:00
4219,04,24.9,2022-06-28 19:00:00
4220,05,25.1,2022-06-28 20:00:00
4221,06,25.1,2022-06-28 21:00:00
4222,07,24.5,2022-06-28 22:00:00
4223,08,23.567,2022-06-28 23:00:00
4224,09,23.0,2022-06-29 00:00:00
4225,10,22.933,2022-06-29 01:00:00
4226,11,23.133,2022-06-29 02:00:00
4227,12,23.5,2022-06-29 03:00:00
4228,13,23.833,2022-06-29 04:00:00
4229,14,24.367,2022-06-29 05:00:00
4230,15,24.3,2022-06-29 06:00:00
4231,16,24.133,2022-06-29 07:00:00
4232,17,24.0,2022-06-29 08:00:00
4233,18,23.8,2022-06-29 09:00:00
4234,19,23.533,2022-06-29 10:00:00
4235,20,23.333,2022-06-29 11:00:00
4236,21,23.167,2022-06-29 12:00:00
4237,22,22.967,2022-06-29 13:00:00
4238,23,22.9,2022-06-29 14:00:00
4239,00,23.4,2022-06-29 15:00:00
4240,01,23.8,2022-06-29 16:00:00
4241,02,24.3,2022-06-29 17:00:00
4242,03,24.4,2022-06-29 18:00:00
4243,04,24.4,2022-06-29 19:00:00
4244,05,24.5,2022-06-29 20:00:00
4245,06,24.567,2022-06-29 21:00:00
4246,07,24.8,2022-06-29 22:00:00
4247,08,11.1,2022-06-29 23:00:00
4248,09,10.2,2022-06-30 00:00:00
4249,10,10.2,2022-06-30 01:00:00
4250,11,13.85,2022-06-30 02:00:00
4251,12,21.567,2022-06-30 03:00:00
4252,13,23.067,2022-06-30 04:00:00
4253,14,23.833,2022-06-30 05:00:00
4254,15,24.0,2022-06-30 06:00:00
4255,16,24.167,2022-06-30 07:00:00
4256,17,23.767,2022-06-30 08:00:00
4257,18,23.4,2022-06-30 09:00:00
4258,19,23.1,2022-06-30 10:00:00
4259,20,22.75,2022-06-30 11:00:00
4260,21,22.433,2022-06-30 12:00:00
4261,22,22.267,2022-06-30 13:00:00
4262,23,22.2,2022-06-30 14:00:00
4263,00,22.7,2022-06-30 15:00:00
4264,01,23.3,2022-06-30 16:00:00
4265,02,23.7,2022-06-30 17:00:00
4266,03,24.033,2022-06-30 18:00:00
4267,04,24.233,2022-06-30 19:00:00
4268,05,24.333,2022-06-30 20:00:00
4269,06,24.467,2022-06-30 21:00:00
4270,07,24.625,2022-06-30 22:00:00
4271,08,24.667,2022-06-30 23:00:00
4272,09,24.35,2022-07-01 00:00:00
4273,10,10.933,2022-07-01 01:00:00
4274,11,11.233,2022-07-01 02:00:00
4275,12,12.067,2022-07-01 03:00:00
4276,13,11.267,2022-07-01 04:00:00
4277,14,13.3,2022-07-01 05:00:00
4278,15,11.967,2022-07-01 06:00:00
4279,16,11.475,2022-07-01 07:00:00
4280,17,10.833,2022-07-01 08:00:00
4281,18,15.733,2022-07-01 09:00:00
4282,19,22.1,2022-07-01 10:00:00
4283,20,23.767,2022-07-01 11:00:00
4284,21,24.467,2022-07-01 12:00:00
4285,22,24.833,2022-07-01 13:00:00
4286,23,24.967,2022-07-01 14:00:00
4287,00,25.0,2022-07-01 15:00:00
4288,01,25.067,2022-07-01 16:00:00
4289,02,25.067,2022-07-01 17:00:00
4290,03,25.0,2022-07-01 18:00:00
4291,04,24.967,2022-07-01 19:00:00
4292,05,24.9,2022-07-01 20:00:00
4293,06,24.867,2022-07-01 21:00:00
4294,07,16.867,2022-07-01 22:00:00
4295,08,10.15,2022-07-01 23:00:00
4296,09,10.2,2022-07-02 00:00:00
4297,10,16.733,2022-07-02 01:00:00
4298,11,19.633,2022-07-02 02:00:00
4299,12,20.1,2022-07-02 03:00:00
4300,13,20.733,2022-07-02 04:00:00
4301,14,22.1,2022-07-02 05:00:00
4302,15,23.067,2022-07-02 06:00:00
4303,16,23.5,2022-07-02 07:00:00
4304,17,23.567,2022-07-02 08:00:00
4305,18,23.567,2022-07-02 09:00:00
4306,19,23.233,2022-07-02 10:00:00
4307,20,22.933,2022-07-02 11:00:00
4308,21,22.733,2022-07-02 12:00:00
4309,22,22.567,2022-07-02 13:00:00
4310,23,22.3,2022-07-02 14:00:00
4311,00,22.767,2022-07-02 15:00:00
4312,01,23.5,2022-07-02 16:00:00
4313,02,23.967,2022-07-02 17:00:00
4314,03,24.3,2022-07-02 18:00:00
4315,04,24.5,2022-07-02 19:00:00
4316,05,24.667,2022-07-02 20:00:00
4317,06,24.7,2022-07-02 21:00:00
4318,07,24.1,2022-07-02 22:00:00
4319,08,23.333,2022-07-02 23:00:00
4320,09,23.033,2022-07-03 00:00:00
4321,10,23.05,2022-07-03 01:00:00
4322,11,23.167,2022-07-03 02:00:00
4323,12,23.4,2022-07-03 03:00:00
4324,13,23.7,2022-07-03 04:00:00
4325,14,24.067,2022-07-03 05:00:00
4326,15,24.167,2022-07-03 06:00:00
4327,16,23.933,2022-07-03 07:00:00
4328,17,23.7,2022-07-03 08:00:00
4329,18,23.467,2022-07-03 09:00:00
4330,19,23.267,2022-07-03 10:00:00
4331,20,23.067,2022-07-03 11:00:00
4332,21,22.9,2022-07-03 12:00:00
4333,22,22.867,2022-07-03 13:00:00
4334,23,22.867,2022-07-03 14:00:00
4335,00,23.167,2022-07-03 15:00:00
4336,01,23.642,2022-07-03 16:00:00
4337,02,24.1,2022-07-03 17:00:00
4338,03,24.333,2022-07-03 18:00:00
4339,04,24.5,2022-07-03 19:00:00
4340,05,24.6,2022-07-03 20:00:00
4341,06,24.633,2022-07-03 21:00:00
4342,07,14.567,2022-07-03 22:00:00
4343,08,10.1,2022-07-03 23:00:00
4344,09,10.3,2022-07-04 00:00:00
4345,10,10.2,2022-07-04 01:00:00
4346,11,10.167,2022-07-04 02:00:00
4347,12,10.533,2022-07-04 03:00:00
4348,13,10.6,2022-07-04 04:00:00
4349,14,10.4,2022-07-04 05:00:00
4350,15,10.2,2022-07-04 06:00:00
4351,16,9.833,2022-07-04 07:00:00
4352,17,9.767,2022-07-04 08:00:00
4353,18,9.733,2022-07-04 09:00:00
4354,19,9.367,2022-07-04 10:00:00
4355,20,9.433,2022-07-04 11:00:00
4356,21,9.367,2022-07-04 12:00:00
4357,22,9.4,2022-07-04 13:00:00
4358,23,9.367,2022-07-04 14:00:00
4359,00,14.5,2022-07-04 15:00:00
4360,01,19.333,2022-07-04 16:00:00
4361,02,19.8,2022-07-04 17:00:00
4362,03,19.833,2022-07-04 18:00:00
4363,04,20.367,2022-07-04 19:00:00
4364,05,21.533,2022-07-04 20:00:00
4365,06,22.6,2022-07-04 21:00:00
4366,07,18.667,2022-07-04 22:00:00
4367,08,9.533,2022-07-04 23:00:00
4368,09,9.233,2022-07-05 00:00:00
4369,10,9.1,2022-07-05 01:00:00
4370,11,9.467,2022-07-05 02:00:00
4371,12,19.033,2022-07-05 03:00:00
4372,13,21.325,2022-07-05 04:00:00
4373,14,22.4,2022-07-05 05:00:00
4374,15,22.8,2022-07-05 06:00:00
4375,16,22.9,2022-07-05 07:00:00
4376,17,22.867,2022-07-05 08:00:00
4377,18,22.9,2022-07-05 09:00:00
4378,19,22.733,2022-07-05 10:00:00
4379,20,22.467,2022-07-05 11:00:00
4380,21,22.2,2022-07-05 12:00:00
4381,22,22.067,2022-07-05 13:00:00
4382,23,22.0,2022-07-05 14:00:00
4383,00,22.567,2022-07-05 15:00:00
4384,01,23.367,2022-07-05 16:00:00
4385,02,23.867,2022-07-05 17:00:00
4386,03,24.15,2022-07-05 18:00:00
4387,04,24.4,2022-07-05 19:00:00
4388,05,24.567,2022-07-05 20:00:00
4389,06,24.6,2022-07-05 21:00:00
4390,07,19.867,2022-07-05 22:00:00
4391,08,10.267,2022-07-05 23:00:00
4392,09,10.267,2022-07-06 00:00:00
4393,10,10.667,2022-07-06 01:00:00
4394,11,11.367,2022-07-06 02:00:00
4395,12,19.55,2022-07-06 03:00:00
4396,13,20.933,2022-07-06 04:00:00
4397,14,21.2,2022-07-06 05:00:00
4398,15,22.0,2022-07-06 06:00:00
4399,16,22.8,2022-07-06 07:00:00
4400,17,23.05,2022-07-06 08:00:00
4401,18,23.08,2022-07-06 09:00:00
4402,19,22.55,2022-07-06 10:00:00
4403,20,22.1,2022-07-06 11:00:00
4404,21,21.783,2022-07-06 12:00:00
4405,22,21.533,2022-07-06 13:00:00
4406,23,21.52,2022-07-06 14:00:00
4407,00,21.871,2022-07-06 15:00:00
4408,01,22.6,2022-07-06 16:00:00
4409,02,23.033,2022-07-06 17:00:00
4410,03,23.3,2022-07-06 18:00:00
4411,04,23.467,2022-07-06 19:00:00
4412,05,23.6,2022-07-06 20:00:00
4413,06,23.64,2022-07-06 21:00:00
4414,07,23.35,2022-07-06 22:00:00
4415,08,22.65,2022-07-06 23:00:00
4416,09,22.42,2022-07-07 00:00:00
4417,10,22.25,2022-07-07 01:00:00
4418,11,22.2,2022-07-07 02:00:00
4419,12,22.171,2022-07-07 03:00:00
4420,13,22.3,2022-07-07 04:00:00
4421,14,22.286,2022-07-07 05:00:00
4422,15,22.16,2022-07-07 06:00:00
4423,16,22.067,2022-07-07 07:00:00
4424,17,21.9,2022-07-07 08:00:00
4425,18,21.8,2022-07-07 09:00:00
4426,19,21.7,2022-07-07 10:00:00
4427,20,21.7,2022-07-07 11:00:00
4428,21,21.7,2022-07-07 12:00:00
4429,22,21.58,2022-07-07 13:00:00
4430,23,21.4,2022-07-07 14:00:00
4431,00,21.8,2022-07-07 15:00:00
4432,01,22.26,2022-07-07 16:00:00
4433,02,22.6,2022-07-07 17:00:00
4434,03,22.883,2022-07-07 18:00:00
4435,04,23.05,2022-07-07 19:00:00
4436,05,23.2,2022-07-07 20:00:00
4437,06,23.267,2022-07-07 21:00:00
4438,07,23.2,2022-07-07 22:00:00
4439,08,23.25,2022-07-07 23:00:00
4440,09,18.22,2022-07-08 00:00:00
4441,10,10.417,2022-07-08 01:00:00
4442,11,10.467,2022-07-08 02:00:00
4443,12,10.4,2022-07-08 03:00:00
4444,13,9.82,2022-07-08 04:00:00
4445,14,9.75,2022-07-08 05:00:00
4446,15,9.417,2022-07-08 06:00:00
4447,16,9.417,2022-07-08 07:00:00
4448,17,11.84,2022-07-08 08:00:00
4449,18,20.083,2022-07-08 09:00:00
4450,19,22.467,2022-07-08 10:00:00
4451,20,23.16,2022-07-08 11:00:00
4452,21,23.35,2022-07-08 12:00:00
4453,22,23.467,2022-07-08 13:00:00
4454,23,23.5,2022-07-08 14:00:00
4455,00,23.58,2022-07-08 15:00:00
4456,01,23.6,2022-07-08 16:00:00
4457,02,23.6,2022-07-08 17:00:00
4458,03,23.6,2022-07-08 18:00:00
4459,04,23.56,2022-07-08 19:00:00
4460,05,23.5,2022-07-08 20:00:00
4461,06,23.35,2022-07-08 21:00:00
4462,07,22.96,2022-07-08 22:00:00
4463,08,11.367,2022-07-08 23:00:00
4464,09,9.583,2022-07-09 00:00:00
4465,10,9.34,2022-07-09 01:00:00
4466,11,9.4,2022-07-09 02:00:00
4467,12,9.56,2022-07-09 03:00:00
4468,13,9.583,2022-07-09 04:00:00
4469,14,9.44,2022-07-09 05:00:00
4470,15,10.867,2022-07-09 06:00:00
4471,16,22.983,2022-07-09 07:00:00
4472,17,21.34,2022-07-09 08:00:00
4473,18,22.58,2022-07-09 09:00:00
4474,19,22.78,2022-07-09 10:00:00
4475,20,22.6,2022-07-09 11:00:00
4476,21,22.683,2022-07-09 12:00:00
4477,22,23.78,2022-07-09 13:00:00
4478,23,23.9,2022-07-09 14:00:00
4479,00,25.067,2022-07-09 15:00:00
4480,01,25.683,2022-07-09 16:00:00
4481,02,25.3,2022-07-09 17:00:00
4482,03,24.817,2022-07-09 18:00:00
4483,04,24.48,2022-07-09 19:00:00
4484,05,24.214,2022-07-09 20:00:00
4485,06,23.933,2022-07-09 21:00:00
4486,07,23.74,2022-07-09 22:00:00
4487,08,24.467,2022-07-09 23:00:00
4488,09,21.28,2022-07-10 00:00:00
4489,10,15.52,2022-07-10 01:00:00
4490,11,21.34,2022-07-10 02:00:00
4491,12,22.167,2022-07-10 03:00:00
4492,13,15.771,2022-07-10 04:00:00
4493,14,18.783,2022-07-10 05:00:00
4494,15,18.883,2022-07-10 06:00:00
4495,16,24.82,2022-07-10 07:00:00
4496,17,24.833,2022-07-10 08:00:00
4497,18,24.06,2022-07-10 09:00:00
4498,19,23.4,2022-07-10 10:00:00
4499,20,22.975,2022-07-10 11:00:00
4500,21,22.717,2022-07-10 12:00:00
4501,22,22.433,2022-07-10 13:00:00
4502,23,22.2,2022-07-10 14:00:00
4503,00,22.183,2022-07-10 15:00:00
4504,01,22.45,2022-07-10 16:00:00
4505,02,22.6,2022-07-10 17:00:00
4506,03,22.6,2022-07-10 18:00:00
4507,04,22.6,2022-07-10 19:00:00
4508,05,22.55,2022-07-10 20:00:00
4509,06,22.5,2022-07-10 21:00:00
4510,07,22.7,2022-07-10 22:00:00
4511,08,22.98,2022-07-10 23:00:00
4512,09,16.333,2022-07-11 00:00:00
